ObjectID,RGBPalette,NamePalette,BasicPalette,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
5816,"[(184, 194, 220), (244, 187, 5), (203, 32, 34), (63, 61, 142), (190, 162, 115), (89, 117, 201)]","{'steelblue', 'darkslateblue', 'darkkhaki', 'orange', 'lightsteelblue', 'firebrick'}","{'blue', 'orange', 'yellow', 'red', 'purple'}",Bella Center Ktas Udstilling: Design-Konkurrence Om Nye Åbne Telefonbokse,Per Arnoldi,5,"(Danish, born 1941)",(Danish),(1941),(0),(Male),1981,Silkscreen,"37 5/8 x 27 1/8"" (95.6 x 68.9 cm)",Gift of the designer,244.1981,Design,Architecture & Design,1981-04-30,Y,http://www.moma.org/collection/works/5816,http://www.moma.org/media/W1siZiIsIjE0Mjg2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8e4af80a2bb26b4c,,,,95.6,,,68.9,,
5927,"[(228, 170, 48), (164, 43, 19), (234, 198, 102), (70, 27, 13), (227, 116, 117), (222, 170, 165)]","{'lightcoral', 'goldenrod', 'tan', 'maroon', 'sandybrown', 'firebrick'}","{'red', 'brown'}","Herman Miller Summer Picnic August 6, 1976",Stephen Frykholm,2019,"(American, born 1942)",(American),(1942),(0),(Male),1976,"Screen printed with lacquer ink, lacquer finish","39 1/2"" x 25"" (100.4 x 63.5 cm)",Gift of Ivan Chermayeff,264.1980,Design,Architecture & Design,1980-01-08,Y,http://www.moma.org/collection/works/5927,http://www.moma.org/media/W1siZiIsIjUyMDg4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=28c690570215b95f,,,,100.4,,,63.5,,
6048,"[(202, 152, 125), (104, 78, 46), (231, 209, 183), (195, 63, 100), (218, 168, 156), (132, 94, 60)]","{'darkolivegreen', 'indianred', 'tan', 'wheat', 'rosybrown', 'sienna'}","{'green', 'red', 'brown'}","Eere Tentoonstelling, The Colenbrander",Hendrikus Th. Wijdeveld,6363,"(Dutch, 1885–1987)",(Dutch),(1885),(1987),(Male),1923,Letterpress,39 1/2 x 22 7/8 (100.3 x 58.1 cm),Leonard and Evelyn Lauder Fund,280.1986,Design,Architecture & Design,1986-10-07,Y,http://www.moma.org/collection/works/6048,http://www.moma.org/media/W1siZiIsIjUyNjc0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1b7fb879197e7be7,,,,100.3,,,58.1,,
6519,"[(209, 179, 31), (65, 75, 37), (206, 196, 148), (175, 55, 25), (225, 216, 178), (134, 120, 52)]","{'darkolivegreen', 'goldenrod', 'olivedrab', 'tan', 'wheat', 'firebrick'}","{'brown', 'red', 'green'}","Quickly Away, Thanks To Pneumatic Doors",László Moholy-Nagy,4048,"(American, born Hungary. 1895–1946)",(American),(1895),(1946),(Male),1937,Lithograph,"39 7/8 x 24 7/8"" (101.3 x 63.2 cm)",Gift of Philip Johnson,361.1950,Design,Architecture & Design,1950-11-15,Y,http://www.moma.org/collection/works/6519,http://www.moma.org/media/W1siZiIsIjIxMjE4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=cbb43cffd9c235f1,,,,101.3,,,63.2,,
6994,"[(69, 103, 163), (177, 27, 37), (236, 232, 232), (198, 115, 123), (146, 163, 212), (220, 180, 164)]","{'steelblue', 'linen', 'palevioletred', 'tan', 'lightsteelblue', 'firebrick'}","{'red', 'brown', 'blue', 'pink'}","American Art Since 1960, The Art Museum, Princeton University, May 5 through May 27, 1970",Robert Indiana,2812,"(American, 1928–2018)",(American),(1928),(2018),(Male),1970,Silkscreen,"34 7/8 x 24 15/16"" (88.6 x 63.4 cm)",Peter Stone Collection of Posters by Artists,445.1976,Design,Architecture & Design,1976-10-22,Y,http://www.moma.org/collection/works/6994,http://www.moma.org/media/W1siZiIsIjUyMDIxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2f793c80cc882c93,,,,88.6,,,63.4,,
7344,"[(250, 5, 40), (13, 75, 135), (236, 228, 221), (151, 34, 84), (244, 124, 140), (4, 100, 134)]","{'teal', 'lightcoral', 'antiquewhite', 'crimson', 'brown'}","{'green', 'red', 'brown'}",DDT,"Jukka Veistola, Tapio Salmelainen","6123, 11621","(Finnish, born 1946) (Finnish, born 1941)",(Finnish) (Finnish),(1946) (1941),(0) (0),(Male) (Male),1970,Offset lithograph,"47 1/4 x 31 1/2"" (120 x 77.5 cm)",Gift of the designers,514.1987,Design,Architecture & Design,1987-11-18,Y,http://www.moma.org/collection/works/7344,http://www.moma.org/media/W1siZiIsIjUyNzE5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=93e095e3463834d0,,,,120.0,,,77.5,,
7515,"[(224, 211, 180), (215, 114, 77), (207, 136, 104), (177, 90, 62), (78, 61, 43), (218, 159, 120)]","{'darkolivegreen', 'peru', 'wheat', 'darksalmon', 'sienna'}","{'green', 'red', 'brown'}",An Exhibition on the Theme of Musical Instruments,Herbert Bayer,399,"(American, born Austria. 1900–1985)",(American),(1900),(1985),(Male),1937,Letterpress,"4 1/4 x 9 1/8"" (10.8 x 23.2 cm)","Jan Tschichold Collection, Gift of Philip Johnson",554.1999,Design,Architecture & Design,1999-12-10,Y,http://www.moma.org/collection/works/7515,http://www.moma.org/media/W1siZiIsIjUyODU5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9d7095ee2df4b415,,,,10.8,,,23.2,,
7730,"[(193, 179, 139), (137, 14, 37), (66, 11, 19), (172, 142, 92), (184, 128, 148), (208, 128, 128)]","{'peru', 'tan', 'palevioletred', 'darkred', 'maroon', 'rosybrown'}","{'red', 'brown', 'pink'}","La Suisse a L'Epoque Romaine, Exposition, Les tresors des musees suisses et des collections privees, Bale, Mustermesse Baslerhalle",Armin Hofmann,2697,"(Swiss, born 1920)",(Swiss),(1920),(0),(Male),1957,Lithograph,"50 1/8 x 35 7/16"" (127.3 x 90 cm)",Gift of the artist,609.1981,Design,Architecture & Design,1981-12-10,Y,http://www.moma.org/collection/works/7730,http://www.moma.org/media/W1siZiIsIjUyMTM5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5d0bc86c72c5b5b9,,,,127.3,,,90.0,,
7767,"[(201, 36, 27), (244, 235, 225), (220, 115, 111), (230, 137, 152), (108, 22, 15), (220, 148, 108)]","{'lightcoral', 'darksalmon', 'linen', 'maroon', 'firebrick'}","{'red', 'brown'}",Plakate aus der Sammlung des Gewerbe museums Basel,Armin Hofmann,2697,"(Swiss, born 1920)",(Swiss),(1920),(0),(Male),1964,Linocut,"50 3/8 x 35 5/8"" (127.9 x 90.6 cm)",Gift of the artist,619.1981,Design,Architecture & Design,1981-12-10,Y,http://www.moma.org/collection/works/7767,http://www.moma.org/media/W1siZiIsIjIxMTcxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6fdb80674ba7ae8d,,,,127.9,,,90.6,,
7802,"[(169, 158, 141), (63, 81, 118), (148, 75, 73), (233, 233, 228), (223, 198, 155), (185, 102, 75)]","{'burlywood', 'darkslateblue', 'indianred', 'linen', 'rosybrown', 'sienna'}","{'red', 'brown', 'purple'}","De Komische Film door Constant van Wessem, Serie monografieën over filmkunst onder redactie van Mr C. J. Graadt van Roggen, No 9",Piet Zwart,6592,"(Dutch, 1885–1977)",(Dutch),(1885),(1977),(Male),1931,Letterpress,"8 7/8 x 7 3/8"" (22.5 x 18.7 cm)","Jan Tschichold Collection, Gift of Philip Johnson",629.1977,Design,Architecture & Design,1977-11-28,Y,http://www.moma.org/collection/works/7802,http://www.moma.org/media/W1siZiIsIjUyMDQ3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d7f7f7cb4ead8102,,,,22.5,,,18.7,,
7808,"[(218, 209, 172), (207, 100, 55), (161, 169, 113), (219, 122, 93), (220, 163, 132), (146, 184, 132)]","{'palegoldenrod', 'darksalmon', 'indianred', 'darkseagreen', 'darkkhaki', 'chocolate'}","{'green', 'yellow', 'red', 'brown'}",Reforma appelmost,Henny Cahn,8231,(Dutch),(Dutch),(0),(0),(Male),c. 1936,Letterpress,"3 1/2 x 9 7/16"" (8.9 x 24 cm)","Jan Tschichold Collection, Gift of Philip Johnson",631.1999,Design,Architecture & Design,1999-12-10,Y,http://www.moma.org/collection/works/7808,http://www.moma.org/media/W1siZiIsIjg4NDYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0a47466ce1f2a3b9,,,,8.9,,,24.0,,
7810,"[(205, 200, 161), (209, 108, 57), (153, 172, 115), (232, 233, 225), (201, 145, 101), (199, 122, 85)]","{'peru', 'beige', 'darkseagreen', 'tan', 'darksalmon'}","{'green', 'red', 'brown', 'white'}",Reforma appelmost,Henny Cahn,8231,(Dutch),(Dutch),(0),(0),(Male),c. 1936,Letterpress,"4 3/16 x 5 7/8"" (10.6 x 14.9 cm)","Jan Tschichold Collection, Gift of Philip Johnson",632.1999,Design,Architecture & Design,1999-12-10,Y,http://www.moma.org/collection/works/7810,http://www.moma.org/media/W1siZiIsIjg4NTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0e5eada8c073b107,,,,10.6,,,14.9,,
7933,"[(183, 147, 104), (230, 209, 159), (91, 56, 41), (240, 237, 218), (112, 70, 49), (120, 84, 44)]","{'palegoldenrod', 'darkolivegreen', 'beige', 'darkkhaki', 'saddlebrown'}","{'yellow', 'white', 'green', 'brown'}",Neuer Lehrstuhl an den deutschen Universitäten-Völkische Tiefenschau,John Heartfield (Helmut Herzfeld),8233,"(German, 1891–1968)",(German),(1891),(1968),(Male),1933,Lithograph,"14 5/8 x 10 1/4"" (37.1 x 26 cm)","Jan Tschichold Collection, Gift of Philip Johnson",687.1999,Design,Architecture & Design,1999-12-10,Y,http://www.moma.org/collection/works/7933,http://www.moma.org/media/W1siZiIsIjEwMzgzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2ad9619a042df20e,,,,37.1,,,26.0,,
8168,"[(146, 52, 115), (217, 95, 147), (81, 163, 191), (81, 157, 99), (102, 191, 195), (36, 139, 149)]","{'mediumaquamarine', 'purple', 'palevioletred', 'darkcyan', 'cadetblue', 'mediumseagreen'}","{'purple', 'green', 'blue', 'pink'}",Otis Rush,"Victor Moscoso, Raoul Ubac","4117, 5997","(American, born Spain 1936) (Belgian, born Germany, 1910–1985)",(American) (Belgian),(1936) (1910),(0) (1985),(Male) (Male),1967,Offset lithograph,"20 x 14"" (50.8 x 35.6 cm)",Gift of the designers,800.1983,Design,Architecture & Design,1983-11-30,Y,http://www.moma.org/collection/works/8168,http://www.moma.org/media/W1siZiIsIjMzOTQ3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=84dfe7b383770620,,,,50.8001,,,35.5601,,
8689,"[(202, 174, 139), (175, 66, 38), (235, 235, 232), (94, 84, 72), (161, 108, 84), (190, 82, 69)]","{'darkolivegreen', 'indianred', 'linen', 'tan', 'sienna'}","{'brown', 'red', 'green'}","Unser Geschäfthaus, Neuzeitlich eingerichtete Buchdruckerei",Unidentified Artist,23390,(Nationality unknown),(Nationality unknown),(0),(0),(),Unknown,Letterpress,"6 1/2 x 4"" (16.5 x 10.2 cm)","Jan Tschichold Collection, Gift of Philip Johnson",1197.1999,Design,Architecture & Design,1999-12-10,Y,http://www.moma.org/collection/works/8689,http://www.moma.org/media/W1siZiIsIjExNTM0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=837a803762f814ae,,,,16.5,,,10.2,,
8809,"[(237, 190, 60), (33, 32, 66), (177, 68, 43), (203, 120, 49), (144, 119, 64), (108, 100, 66)]","{'darkolivegreen', 'goldenrod', 'peru', 'midnightblue', 'sienna'}","{'brown', 'green', 'blue'}",Zürcher Künstler im Helmhaus,Fridolin Müller,4148,"(Swiss, born 1926)",(Swiss),(1926),(0),(Male),1967,LIthograph,"50 1/8 x 35 3/8"" (127.3 x 89.9 cm)",Gift of the designer,1511.2000,Design,Architecture & Design,2000-12-11,Y,http://www.moma.org/collection/works/8809,http://www.moma.org/media/W1siZiIsIjE3NDM5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a968fac1927a258a,,,,127.3178,,,89.8527,,
8984,"[(193, 146, 73), (240, 234, 225), (112, 89, 55), (211, 186, 134), (134, 90, 74), (226, 204, 145)]","{'darkolivegreen', 'burlywood', 'peru', 'linen', 'tan', 'sienna'}","{'brown', 'green'}","Théâtre de Loie Fuller (Poster for the Loie Fuller Theater at the Paris World's Fair, 1900)",Emmanuel-Joseph-Raphael Orazi,4420,"(French, born Italy. 1860–1934)",(French),(1860),(1934),(Male),1900,Lithograph,"78 1/4 x 25 1/4"" (198.7 x 64.1 cm)",Gift of Mr. Joseph H. Heil,2281.1967,Design,Architecture & Design,1967-10-18,Y,http://www.moma.org/collection/works/8984,http://www.moma.org/media/W1siZiIsIjUxOTY2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3cf8647a808b1fb4,,,,198.7,,,64.1,,
10871,"[(203, 167, 129), (236, 230, 232), (209, 59, 71), (143, 54, 52), (93, 81, 71), (240, 223, 183)]","{'darkolivegreen', 'indianred', 'linen', 'tan', 'wheat', 'brown'}","{'green', 'red', 'brown'}",Zaumnaia gniga (Transrational Boog),Olga Rozanova,5066,"(Russian, 1886–1918)",(Russian),(1886),(1918),(Female),1915,"Illustrated book with nine linoleum cuts, two collages (including cover), and rubber-stamped text","page (each approx.): 8 7/16 × 7 1/16"" (21.5 × 18 cm); overall (closed): 8 11/16 × 7 7/8 × 3/16"" (22 × 20 × 0.4 cm)",Gift of The Judith Rothschild Foundation,65.2001.1-21,Illustrated Book,Drawings & Prints,2001-01-24,Y,http://www.moma.org/collection/works/10871,http://www.moma.org/media/W1siZiIsIjQ2MTIzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7dd295523732613c,,,,21.5,,,18.0,,
10883,"[(242, 235, 227), (79, 86, 65), (176, 74, 84), (168, 181, 92), (176, 152, 151), (207, 205, 144)]","{'darkolivegreen', 'indianred', 'linen', 'tan', 'darkkhaki', 'rosybrown'}","{'yellow', 'red', 'green', 'brown'}",Plate XIV from The Ring of Dawn Suite (Suite la bague d'aurore),Joan Miró,4016,"(Spanish, 1893–1983)",(Spanish),(1893),(1983),(Male),1957,"Aquatint from a portfolio of twenty-four aquatints (including wrapper and variant print) (five with etching, two with engraving, two with drypoint, and one with pastel additions) and one etching","plate: 5 1/2 × 4 1/2"" (14 × 11.5 cm); sheet: 14 7/8 × 11 1/4"" (37.8 × 28.6 cm)",Gift of Mr. and Mrs. Peter A. Rübel,66.1959.14,Print,Drawings & Prints,1959-03-02,Y,http://www.moma.org/collection/works/10883,http://www.moma.org/media/W1siZiIsIjQ0MzkxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=99aa91f0c0181cdd,,,,14.0,,,11.5,,
10927,"[(171, 162, 126), (233, 235, 236), (115, 41, 34), (81, 95, 78), (187, 109, 51), (213, 212, 173)]","{'palegoldenrod', 'darkolivegreen', 'saddlebrown', 'lavender', 'chocolate', 'rosybrown'}","{'brown', 'purple', 'green', 'yellow'}",Nagoi sredi odetykh (Naked Among the Clad),Vasilii Kamenskii,12432,"(Russian, 1884 – 1961)",(Russian),(1884),(1961),(Male),1914,Book with five letterpress illustrations and letterpress typographic design on wallpaper,"Page (irreg.): 7 11/16 x 7 3/8"" (19.5 x 18.7 cm)",Gift of The Judith Rothschild Foundation,68.2001.1-5,Illustrated Book,Drawings & Prints,2001-01-24,Y,http://www.moma.org/collection/works/10927,http://www.moma.org/media/W1siZiIsIjIyNjM3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b8e1ec09a8e87940,,,,19.5,,,18.7,,
13528,"[(206, 190, 162), (237, 232, 230), (181, 157, 123), (170, 152, 124), (232, 220, 193), (180, 156, 132)]","{'linen', 'tan', 'wheat', 'rosybrown'}",{'brown'},Cover from Memory of the Skin,Klaus Rinke,4933,"(German, born 1939)",(German),(1939),(0),(Male),1987,One from an illustrated book with thirteen pencil drawings (including front cover and broadside announcement),"composition (irreg.): 14 1/2 × 11 3/8"" (36.9 × 28.9 cm); overall (closed): 16 7/16 × 12 3/8 × 13/16"" (41.7 × 31.4 × 2 cm)",Purchase,205.1988.12,Illustrated Book,Drawings & Prints,1988-05-04,Y,http://www.moma.org/collection/works/13528,http://www.moma.org/media/W1siZiIsIjQ5MTE3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=47a4120405d42587,,,,36.9,,,28.9,,
13801,"[(249, 243, 242), (237, 133, 85), (243, 189, 159), (240, 163, 142), (241, 195, 189), (245, 188, 132)]","{'burlywood', 'lightpink', 'whitesmoke', 'coral', 'darksalmon'}","{'brown', 'orange', 'red', 'white', 'pink'}",Danny & Laura from A Tremor in the Morning,Alex Katz,3016,"(American, born 1927)",(American),(1927),(0),(Male),1986,Woodcut,"irreg. composition  11 15/16 x 12 1/16"" (30.4 x 30.6 cm)",The Philip and Lynn Straus Foundation Fund,212.1986.B07,Illustrated Book,Drawings & Prints,1986-05-20,Y,http://www.moma.org/collection/works/13801,http://www.moma.org/media/W1siZiIsIjM4Mjg0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0f13639f7f267c08,,,,30.4,,,30.6,,
13803,"[(245, 201, 44), (249, 243, 243), (248, 221, 144), (247, 213, 100), (248, 231, 192), (249, 212, 182)]","{'bisque', 'peachpuff', 'goldenrod', 'whitesmoke', 'khaki'}","{'yellow', 'white', 'brown'}",Anda & Dino from A Tremor in the Morning,Alex Katz,3016,"(American, born 1927)",(American),(1927),(0),(Male),1986,Woodcut,"irreg. composition  11 15/16 x 12"" (30.3 x 30.5 cm)",The Philip and Lynn Straus Foundation Fund,212.1986.B09,Illustrated Book,Drawings & Prints,1986-05-20,Y,http://www.moma.org/collection/works/13803,http://www.moma.org/media/W1siZiIsIjM4Mjg0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fa8cc5f1f27bc1eb,,,,30.3,,,30.5,,
14230,"[(219, 202, 166), (240, 239, 239), (204, 174, 120), (183, 47, 53), (204, 129, 113), (199, 101, 92)]","{'brown', 'whitesmoke', 'indianred', 'tan', 'rosybrown'}","{'red', 'brown', 'white'}",A Is an Alphabet,Andy Warhol,6246,"(American, 1928–1987)",(American),(1928),(1987),(Male),1953,Portfolio of 26 offset lithographs,"sheet (each): 9 7/16 x 6"" (24 x 15.2 cm)",Gift of Gabriel Austin,248.1996.1-26,Print,Drawings & Prints,1996-05-21,Y,http://www.moma.org/collection/works/14230,http://www.moma.org/media/W1siZiIsIjIzNzU3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e373d3565aaa4a70,,,,24.0,,,15.2,,
14393,"[(145, 113, 78), (233, 233, 231), (88, 70, 52), (181, 163, 142), (202, 188, 161), (204, 180, 159)]","{'darkolivegreen', 'linen', 'tan', 'rosybrown', 'sienna'}","{'brown', 'green'}",Untitled,Kirill Zdanevich,11875,"(Georgian, 1892 – 1969)",(Georgian),(1892),(1969),(Male),c. 1919,Pencil on paper,"sheet (irreg.): 9 x 9 1/16"" (22.8 x 23 cm)",Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),269.2001,Drawing,Drawings & Prints,2001-01-24,Y,http://www.moma.org/collection/works/14393,http://www.moma.org/media/W1siZiIsIjI0NzgyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fa7761d15c27900d,,,,22.8,,,23.0,,
14591,"[(237, 231, 223), (137, 15, 28), (68, 24, 24), (179, 105, 108), (188, 116, 108), (164, 132, 124)]","{'antiquewhite', 'indianred', 'darkred', 'maroon', 'rosybrown'}","{'red', 'brown'}",Title Page from 18 Cantos,Barnett Newman,4285,"(American, 1905–1970)",(American),(1905),(1970),(Male),1964,One from an illustrated book with eighteen lithographs and one lithographed title page,"composition (irreg.): 15 3/4 x 12"" (40 x 30.5 cm); sheet: 25 1/16 x 19 5/16"" (63.7 x 49 cm)",Gift of the Celeste and Armand Bartos Foundation,287.1964.1,Illustrated Book,Drawings & Prints,1964-04-14,Y,http://www.moma.org/collection/works/14591,http://www.moma.org/media/W1siZiIsIjE5MDAxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=340b9c422f65e791,,,,40.0,,,30.5,,
14592,"[(237, 231, 223), (137, 15, 28), (68, 24, 24), (179, 105, 108), (188, 116, 108), (164, 132, 124)]","{'antiquewhite', 'indianred', 'darkred', 'maroon', 'rosybrown'}","{'red', 'brown'}",18 Cantos,Barnett Newman,4285,"(American, 1905–1970)",(American),(1905),(1970),(Male),1964  (Prints executed 1963-1964),Illustrated book with eighteen lithographs and one lithographed title page,"composition: various dimensions; sheet (each approx.): 19 7/8 x 17 1/2"" (50.5 x 44.5 cm)",Gift of the Celeste and Armand Bartos Foundation,287.1964.1-19,Illustrated Book,Drawings & Prints,1964-04-14,Y,http://www.moma.org/collection/works/14592,http://www.moma.org/media/W1siZiIsIjE5MDAxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=340b9c422f65e791,,,,0.0,,,0.0,,
14597,"[(239, 235, 229), (234, 171, 5), (114, 96, 20), (157, 115, 12), (239, 213, 122), (132, 140, 196)]","{'darkgoldenrod', 'linen', 'saddlebrown', 'orange', 'khaki', 'mediumpurple'}","{'yellow', 'purple', 'brown', 'orange'}",Canto XIII from 18 Cantos,Barnett Newman,4285,"(American, 1905–1970)",(American),(1905),(1970),(Male),1964,One from an illustrated book with eighteen lithographs and one lithographed title page,"composition: 14 5/8 x 12 1/2"" (37.1 x 31.7 cm); sheet: 17 11/16 x 14 3/8"" (45 x 36.5 cm)",Gift of the Celeste and Armand Bartos Foundation,287.1964.14,Illustrated Book,Drawings & Prints,1964-04-14,Y,http://www.moma.org/collection/works/14597,http://www.moma.org/media/W1siZiIsIjE5MDAyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5d474710003cb9d9,,,,37.1,,,31.7,,
14598,"[(129, 13, 38), (234, 233, 227), (175, 100, 109), (199, 125, 134), (183, 140, 132), (212, 132, 148)]","{'indianred', 'linen', 'palevioletred', 'maroon', 'rosybrown'}","{'red', 'brown', 'pink'}",Canto XIV from 18 Cantos,Barnett Newman,4285,"(American, 1905–1970)",(American),(1905),(1970),(Male),1964,One from an illustrated book with eighteen lithographs and one lithographed title page,"composition (irreg.): 14 5/8 x 12 3/8"" (37.1 x 31.4 cm); sheet: 16 7/16 x 13 11/16"" (41.7 x 34.7 cm)",Gift of the Celeste and Armand Bartos Foundation,287.1964.15,Illustrated Book,Drawings & Prints,1964-04-14,Y,http://www.moma.org/collection/works/14598,http://www.moma.org/media/W1siZiIsIjE5MDAyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f94985ed0eee2a6f,,,,37.1,,,31.4,,
14600,"[(238, 234, 228), (168, 6, 32), (197, 87, 88), (212, 122, 124), (214, 102, 99), (207, 134, 124)]","{'indianred', 'linen', 'palevioletred', 'firebrick', 'rosybrown'}","{'red', 'brown', 'pink'}",Canto XVI from 18 Cantos,Barnett Newman,4285,"(American, 1905–1970)",(American),(1905),(1970),(Male),1964,One from an illustrated book with eighteen lithographs and one lithographed title page,"composition (irreg.): 14 5/8 x 12 1/2"" (37.2 x 31.7 cm); sheet (irreg.): 17 7/8 x 13 1/2"" (45.4 x 34.3 cm)",Gift of the Celeste and Armand Bartos Foundation,287.1964.17,Illustrated Book,Drawings & Prints,1964-04-14,Y,http://www.moma.org/collection/works/14600,http://www.moma.org/media/W1siZiIsIjE5MDAyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9e2d17985410b735,,,,37.2,,,31.7,,
14913,"[(221, 173, 109), (62, 115, 122), (168, 79, 46), (83, 124, 182), (81, 73, 45), (171, 189, 124)]","{'steelblue', 'darkolivegreen', 'seagreen', 'darkkhaki', 'sandybrown', 'sienna'}","{'yellow', 'green', 'brown', 'blue'}",Double page plate (between pages 104 and 105) from King Ubu (Ubu Roi),Joan Miró,4016,"(Spanish, 1893–1983)",(Spanish),(1893),(1983),(Male),1966,Lithograph from an illustrated book with thirteen lithographs,"composition: 16 1/4 × 24 1/2"" (41.2 × 62.2 cm); sheet: 16 5/8 × 25 1/2"" (42.2 × 64.8 cm)",Abby Aldrich Rockefeller Fund (by exchange),298.1992.11,Illustrated Book,Drawings & Prints,1992-05-20,Y,http://www.moma.org/collection/works/14913,http://www.moma.org/media/W1siZiIsIjQ1Nzc2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3bdf445243f6a4db,,,,41.2,,,62.2,,
